K,density_A,density_B,seed,config,cycle,macs,ops,avg_util,max_util,spad_load_hits,spad_load_misses,spad_stores,avg_b_elements_on_switch,avg_pes_waiting_spad,avg_pes_fifo_blocked_stall,avg_pes_fifo_empty_stall,avg_sw_idle_b_row_conflict,avg_sw_idle_no_b_element,avg_sw_idle_not_in_range,avg_sw_move_stall_by_fifo,avg_sw_move_stall_by_network,a_nnz,b_nnz,c_nnz
1024,0.016,0.032,43,segfold-dtonly,71902,549280,,0.096326,0.207031,14798,326572,514011,7.639287,7.109302,0.0,231.283511,0.0,223.202567,4.427707,0.0,0.688854,440950,2141440,427096
1024,0.016,0.032,44,segfold-dtonly,72006,548807,,0.095711,0.195312,14629,326621,513902,7.621684,6.953462,0.0,231.44456,0.0,223.300975,4.473919,0.0,0.694373,446449,2116544,427046
1024,0.016,0.064,42,segfold-dtonly,127569,1103540,,0.111222,0.21875,17058,651994,978118,8.650534,8.862984,0.0,227.495159,0.0,219.023423,4.928431,0.002493,0.859253,699272,4295296,683440
1024,0.016,0.064,43,segfold-dtonly,126828,1097593,,0.111568,0.214844,17281,648573,972783,8.654185,8.989017,0.0,227.405841,9.5e-05,218.857792,4.995427,0.0,0.879104,692134,4282368,679367
1024,0.016,0.064,44,segfold-dtonly,128567,1110184,,0.110928,0.210938,17210,656667,983466,8.635062,8.825966,0.0,227.566693,0.0,218.921418,5.01183,0.0,0.865168,704761,4287424,684448
1024,0.016,0.128,42,segfold-dtonly,200184,2206300,,0.151204,0.292969,22942,1265517,1791022,11.02136,14.465297,0.0,217.304145,0.00043,208.835491,5.222615,0.006589,1.43989,933624,8589888,921993
1024,0.016,0.128,43,segfold-dtonly,198903,2191743,,0.152216,0.296875,23895,1258882,1781433,11.019155,14.826916,0.0,217.011644,0.000603,208.744262,5.244853,0.000508,1.444563,924423,8565568,917089
1024,0.016,0.128,44,segfold-dtonly,201871,2217240,,0.150129,0.269531,24002,1273165,1799322,10.98345,14.289066,0.0,217.544447,0.000495,208.839358,5.301514,0.0,1.411322,939088,8564096,921263
1024,0.016,0.256,42,segfold-dtonly,273783,4419272,,0.275985,0.472656,36760,2332562,3104649,16.141514,35.863461,0.0,185.72724,0.01293,184.115855,3.709496,0.083471,4.149545,1027545,17195456,1033863
1024,0.016,0.256,43,segfold-dtonly,273363,4384977,,0.28109,0.480469,36564,2305886,3083957,16.040858,36.937113,0.0,184.872883,0.020204,184.339746,3.696053,0.13087,4.259874,1023392,17131328,1031780
1024,0.016,0.256,44,segfold-dtonly,273411,4442238,,0.280568,0.480469,36505,2342526,3113870,16.247474,36.618315,0.0,184.70375,0.010113,183.472084,3.757965,0.085995,4.11997,1034682,17165056,1032941
1024,0.032,0.001,42,segfold-dtonly,5427,33799,,0.074389,0.148438,403,21185,33663,6.227934,3.499908,0.0,236.248756,0.0,227.379584,4.522204,0.0,0.348627,88370,66560,33316
1024,0.032,0.001,43,segfold-dtonly,5771,35852,,0.07429,0.132812,418,21743,35696,6.212442,3.449835,0.0,236.404956,0.0,226.668862,5.119563,0.0,0.385548,96691,70080,35275
1024,0.032,0.001,44,segfold-dtonly,5306,33569,,0.07591,0.136719,409,20802,33408,6.326611,3.752544,0.0,235.988127,0.0,226.809273,4.500188,0.0,0.363739,85093,64768,33028
1024,0.032,0.002,42,segfold-dtonly,10535,66579,,0.075717,0.132812,1829,40310,65987,6.319791,3.680114,0.0,236.324727,0.0,227.070147,4.81234,0.0,0.366303,147557,130752,64536
1024,0.032,0.002,43,segfold-dtonly,10804,67919,,0.075187,0.132812,1924,40993,67332,6.286468,3.573214,0.0,236.444002,0.0,227.149759,4.791559,0.0,0.349593,153033,132736,65854
1024,0.032,0.002,44,segfold-dtonly,10581,67137,,0.076074,0.136719,1921,40464,66512,6.345052,3.70551,0.0,236.210566,0.0,226.8778,4.883848,0.0,0.418769,148256,130112,64969
1024,0.032,0.004,42,segfold-dtonly,21097,134908,,0.076756,0.144531,6466,78110,132517,6.394653,3.784519,0.0,236.204911,0.0,226.787031,5.14713,0.0,0.345926,273218,264832,126839
1024,0.032,0.004,43,segfold-dtonly,21796,139176,,0.076544,0.140625,6548,81261,136567,6.385392,3.711598,0.0,236.252156,0.0,226.949624,4.91682,0.0,0.350982,281565,271744,130387
1024,0.032,0.004,44,segfold-dtonly,21616,137816,,0.076476,0.148438,7012,78976,135164,6.375648,3.715489,0.0,236.268135,0.0,226.745142,5.195966,0.0,0.352378,282031,267904,129179
1024,0.032,0.008,42,segfold-dtonly,41826,269806,,0.077339,0.144531,12145,155556,260227,6.450677,3.730479,0.0,236.115407,0.0,226.375532,5.454693,0.0,0.353966,501306,528960,237963
1024,0.032,0.008,43,segfold-dtonly,42370,276843,,0.078481,0.148438,11713,160570,266601,6.533939,3.870734,0.0,235.830352,0.0,226.156715,5.367005,0.0,0.371182,512944,540608,243190
1024,0.032,0.008,44,segfold-dtonly,42159,274230,,0.078108,0.144531,11986,159159,264536,6.504661,3.835622,0.0,235.919258,0.0,226.330748,5.353258,0.0,0.350815,510630,533376,241635
1024,0.032,0.016,42,segfold-dtonly,81690,546639,,0.080408,0.152344,13708,320815,509464,6.691627,3.926258,0.0,235.371686,0.0,225.014408,5.963851,0.0,0.439711,879437,1070272,426455
1024,0.032,0.016,43,segfold-dtonly,82541,552048,,0.080438,0.152344,13186,323853,513557,6.688167,3.930762,0.0,235.358343,0.0,225.009329,5.994076,0.0,0.434075,885611,1080000,428917
1024,0.032,0.016,44,segfold-dtonly,81811,547149,,0.080367,0.152344,13200,320751,509937,6.687964,3.920573,0.0,235.379154,0.0,224.935082,6.044322,0.0,0.423525,882363,1063360,426628
1024,0.032,0.032,42,segfold-dtonly,153022,1099213,,0.086753,0.167969,16443,636663,965085,7.183366,4.354955,0.0,233.764465,7.8e-05,222.155226,7.088386,0.0,0.493602,1385126,2150016,681557
1024,0.032,0.032,43,segfold-dtonly,153171,1097345,,0.086471,0.183594,16564,634320,962617,7.164183,4.297328,0.0,233.838285,0.0,222.161427,7.125807,0.0,0.482363,1383047,2141440,679971
1024,0.032,0.032,44,segfold-dtonly,151677,1089282,,0.086683,0.175781,16041,630870,957693,7.18159,4.341944,0.0,233.782083,0.0,222.105863,7.120447,0.0,0.501869,1385059,2116544,677822
1024,0.032,0.064,42,segfold-dtonly,261178,2197475,,0.102909,0.199219,22268,1234267,1762519,8.413706,5.694779,0.0,229.638534,0.0,215.496627,8.772619,0.0,0.65749,1853087,4295296,920653
1024,0.032,0.064,43,segfold-dtonly,261370,2194621,,0.102742,0.203125,22144,1231547,1759326,8.396606,5.676413,0.0,229.681578,0.0,215.397482,8.892386,0.0,0.681211,1853070,4282368,919003
1024,0.032,0.064,44,segfold-dtonly,262216,2204049,,0.102841,0.210938,21565,1237924,1766049,8.405471,5.675493,0.0,229.655158,8.8e-05,215.418266,8.834808,0.0,0.671004,1864652,4287424,920941
1024,0.032,0.128,42,segfold-dtonly,371974,4391589,,0.153021,0.28125,35991,2390379,3141817,11.806172,11.431541,0.0,216.821313,0.001153,198.782073,9.462196,0.0,1.42917,2045147,8589888,1033195
1024,0.032,0.128,43,segfold-dtonly,372825,4386382,,0.152618,0.292969,37241,2386242,3138611,11.765257,11.413626,0.0,216.925394,0.00132,198.891244,9.538054,0.0,1.401861,2047282,8565568,1032197
1024,0.032,0.128,44,segfold-dtonly,373896,4401917,,0.152647,0.296875,36818,2387445,3141722,11.773105,11.358447,0.0,216.91832,0.001426,198.778131,9.59164,0.0,1.412315,2054358,8564096,1032934
1024,0.032,0.256,42,segfold-dtonly,471333,8794993,,0.271751,0.457031,54307,3918737,4909642,18.659829,25.052042,0.0,186.873754,0.023005,162.865883,5.915996,0.002107,4.460933,2145728,17195456,1048368
1024,0.032,0.256,43,segfold-dtonly,471224,8773852,,0.270706,0.472656,54679,3894042,4881652,18.619281,24.783165,0.0,187.142556,0.027399,163.363681,5.881806,0.002247,4.273522,2147968,17131328,1048318
1024,0.032,0.256,44,segfold-dtonly,473036,8821303,,0.270907,0.46875,54087,3913406,4904459,18.64827,24.764012,0.0,187.080243,0.03182,163.051482,5.924374,0.001985,4.320593,2155392,17165056,1048337
1024,0.064,0.001,42,segfold-dtonly,9687,68249,,0.084068,0.144531,1829,40877,67636,7.045422,3.970992,0.0,234.135026,0.0,223.413441,6.056467,0.0,0.348818,308633,66560,66216
1024,0.064,0.001,43,segfold-dtonly,10215,71714,,0.083713,0.140625,1976,42412,71055,7.02046,3.872149,0.0,234.243563,0.0,223.316495,6.107391,0.0,0.354185,327228,70080,69421
1024,0.064,0.001,44,segfold-dtonly,9418,67057,,0.085168,0.152344,1859,40254,66346,7.120089,4.136228,0.0,233.870779,0.0,223.402739,5.688363,0.0,0.388299,297816,64768,64942
1024,0.064,0.002,42,segfold-dtonly,19020,134204,,0.084173,0.148438,6085,77275,131738,7.055941,3.927497,0.0,234.276709,0.0,223.309989,6.201314,0.0,0.370557,544067,130752,126021
1024,0.064,0.002,43,segfold-dtonly,19307,136047,,0.084049,0.148438,6244,78143,133569,7.046512,3.878438,0.0,234.297768,0.0,223.248148,6.231729,0.0,0.371213,551159,132736,127941
1024,0.064,0.002,44,segfold-dtonly,18916,134531,,0.084946,0.148438,6281,77168,131861,7.112022,3.99889,0.0,234.077923,0.0,223.264115,6.130683,0.0,0.359484,542991,130112,126273
1024,0.064,0.004,42,segfold-dtonly,38087,271174,,0.08494,0.152344,11815,154232,261230,7.119857,3.889726,0.0,234.161236,0.0,222.561136,6.864652,0.0,0.35608,1013518,264832,239542
1024,0.064,0.004,43,segfold-dtonly,39111,279125,,0.085152,0.15625,11117,160420,268345,7.136739,3.881338,0.0,234.102836,0.0,222.657513,6.74419,0.0,0.35568,1033030,271744,245317
1024,0.064,0.004,44,segfold-dtonly,38359,276332,,0.08603,0.160156,12277,157221,265434,7.203837,3.992544,0.0,233.882922,0.0,222.465341,6.733231,0.0,0.362053,1026450,267904,243215
1024,0.064,0.008,42,segfold-dtonly,74822,542087,,0.086424,0.15625,13209,312623,503739,7.245022,3.836118,0.0,233.824236,0.0,221.365441,7.720403,0.0,0.378685,1752562,528960,423523
1024,0.064,0.008,43,segfold-dtonly,76194,555023,,0.086951,0.160156,12206,321049,514073,7.28434,3.871105,0.0,233.690172,0.0,221.308515,7.64698,0.0,0.39738,1779561,540608,431031
1024,0.064,0.008,44,segfold-dtonly,75309,549971,,0.087185,0.164062,12930,317060,510403,7.302859,3.919903,0.0,233.629712,0.0,221.140607,7.782456,0.0,0.374218,1774089,533376,428897
1024,0.064,0.016,42,segfold-dtonly,146525,1098342,,0.089407,0.179688,15500,621178,955767,7.495936,3.764805,0.0,233.083979,0.0,218.901389,9.384201,0.0,0.420932,2778474,1070272,681091
1024,0.064,0.016,43,segfold-dtonly,147270,1107720,,0.089773,0.167969,15091,625270,962087,7.521695,3.796204,0.0,232.992049,0.0,218.696646,9.438514,0.0,0.412786,2788809,1080000,684426
1024,0.064,0.016,44,segfold-dtonly,145513,1096153,,0.089848,0.167969,15073,618860,954278,7.533025,3.789613,0.0,232.97258,0.000192,218.641393,9.471195,0.0,0.426635,2784034,1063360,680810
1024,0.064,0.032,42,segfold-dtonly,269610,2206910,,0.098008,0.1875,21004,1190468,1734748,8.185564,4.106187,0.0,230.893724,0.0,212.877668,12.622154,0.0,0.506179,3726230,2150016,921770
1024,0.064,0.032,43,segfold-dtonly,269009,2198230,,0.097781,0.203125,20858,1185368,1728195,8.171585,4.057597,0.0,230.951894,0.000238,212.90846,12.640332,0.0,0.517853,3713208,2141440,919798
1024,0.064,0.032,44,segfold-dtonly,266535,2181622,,0.097942,0.207031,19999,1178079,1717493,8.185124,4.07243,0.0,230.910545,4.1e-05,212.925091,12.630262,0.0,0.509941,3724271,2116544,917914
1024,0.064,0.064,42,segfold-dtonly,440213,4412229,,0.121928,0.246094,34300,2296399,3079895,10.022941,5.912658,0.0,224.781133,0.001072,200.197411,16.623105,0.0,0.778335,4107557,4295296,1033414
1024,0.064,0.064,43,segfold-dtonly,439379,4395575,,0.121682,0.242188,33989,2283433,3066732,10.004063,5.886767,0.0,224.844223,0.000699,200.088518,16.743622,0.0,0.80259,4103165,4282368,1032869
1024,0.064,0.064,44,segfold-dtonly,440560,4415480,,0.121857,0.242188,33871,2287250,3071074,10.022426,5.86257,0.0,224.799231,0.000769,199.99906,16.766915,0.0,0.806741,4115487,4287424,1033286
1024,0.064,0.128,42,segfold-dtonly,622727,8819135,,0.180175,0.351562,54911,4077436,5107044,14.162121,10.793746,0.0,210.17327,0.023627,176.431714,15.924603,2e-06,1.82153,4309568,8589888,1048367
1024,0.064,0.128,43,segfold-dtonly,621491,8789876,,0.179786,0.332031,55651,4064839,5091601,14.143207,10.727554,0.0,210.257046,0.023632,176.640046,15.847703,0.0,1.804852,4304960,8565568,1048317
1024,0.064,0.128,44,segfold-dtonly,622498,8818952,,0.180286,0.332031,56347,4067932,5098576,14.167037,10.799426,0.0,210.140384,0.021255,176.500305,15.946128,3.9e-05,1.811355,4317888,8564096,1048369
1024,0.064,0.256,42,segfold-dtonly,838845,17664839,,0.287058,0.570312,74015,5335382,6453103,21.058526,18.088902,0.0,182.508193,0.200262,131.050215,7.249479,0.301444,7.46747,4309568,17195456,1048576
1024,0.064,0.256,43,segfold-dtonly,826232,17579583,,0.290485,0.550781,72443,5316381,6432110,21.276812,18.450746,0.0,181.630939,0.197907,130.652832,7.277041,0.275527,7.224188,4304960,17131328,1048576
1024,0.064,0.256,44,segfold-dtonly,831533,17670721,,0.290764,0.566406,74258,5343976,6462355,21.250775,18.58961,0.0,181.559605,0.197016,130.312342,7.302016,0.291183,7.396807,4317888,17165056,1048576
1024,0.128,0.001,42,segfold-dtonly,14128,136229,,0.117071,0.179688,6065,77951,133567,9.642483,7.54891,0.0,225.776048,0.0,214.324108,7.290416,0.0,0.53801,1087213,66560,128203
1024,0.128,0.001,43,segfold-dtonly,14937,143710,,0.116712,0.1875,6085,82125,140809,9.621075,7.48564,0.0,225.898909,0.0,214.024905,7.615719,0.0,0.561759,1183498,70080,134515
1024,0.128,0.001,44,segfold-dtonly,13784,133405,,0.117527,0.199219,6479,75143,130715,9.67825,7.620792,0.0,225.653149,0.0,214.162943,7.326973,0.0,0.553613,1081714,64768,125534
1024,0.128,0.002,42,segfold-dtonly,27729,267444,,0.116664,0.1875,11545,150917,257164,9.64492,7.177612,0.0,226.004688,0.0,213.579141,8.109633,0.0,0.555015,2000181,130752,236166
1024,0.128,0.002,43,segfold-dtonly,28128,272418,,0.117233,0.191406,10699,154610,262314,9.68494,7.280503,0.0,225.842755,0.0,213.152233,8.370663,0.0,0.561825,2027581,132736,241075
1024,0.128,0.002,44,segfold-dtonly,27380,268088,,0.118999,0.207031,12176,149711,257678,9.791381,7.608583,0.0,225.414755,0.0,212.903031,8.268408,0.0,0.571147,1999499,130112,236833
1024,0.128,0.004,42,segfold-dtonly,55129,541056,,0.118579,0.199219,13332,305897,501735,9.814363,6.981317,0.0,225.574162,0.0,211.414138,9.743021,0.0,0.572004,3500883,264832,424518
1024,0.128,0.004,43,segfold-dtonly,56896,559004,,0.118542,0.203125,12125,317641,516445,9.825014,6.867882,0.0,225.5857,0.0,211.438396,9.786786,0.0,0.542428,3587696,271744,433754
1024,0.128,0.004,44,segfold-dtonly,55736,550887,,0.11946,0.203125,13470,311204,508992,9.883863,7.04873,0.0,225.344894,0.0,211.248511,9.730623,0.0,0.564052,3545571,267904,429631
1024,0.128,0.008,42,segfold-dtonly,107932,1081614,,0.120594,0.214844,14240,598777,937406,10.021254,6.38174,0.0,225.089955,0.0,208.066579,12.45814,0.0,0.563651,5492206,528960,675189
1024,0.128,0.008,43,segfold-dtonly,110906,1112048,,0.120591,0.214844,14189,612763,958136,10.026942,6.302003,0.0,225.09188,0.0,207.901583,12.604936,0.0,0.547824,5582825,540608,685323
1024,0.128,0.008,44,segfold-dtonly,108895,1095334,,0.121048,0.21875,14489,605232,947800,10.058625,6.422664,0.0,224.974113,0.0,207.839708,12.531898,0.0,0.565609,5548913,533376,681246
1024,0.128,0.016,42,segfold-dtonly,209296,2190381,,0.125547,0.222656,19890,1138915,1696739,10.46547,5.798501,0.0,223.840475,0.0,200.698231,17.955231,0.0,0.614575,7399193,1070272,918841
1024,0.128,0.016,43,segfold-dtonly,211170,2220076,,0.126163,0.226562,19036,1154691,1716247,10.513217,5.850613,0.0,223.681678,0.000189,200.338003,18.144277,0.0,0.611853,7448902,1080000,922689
1024,0.128,0.016,44,segfold-dtonly,208006,2183263,,0.12594,0.230469,18822,1137164,1693679,10.496154,5.845221,0.0,223.739705,0.000183,200.522461,18.056801,0.0,0.617593,7406846,1063360,918693
1024,0.128,0.032,42,segfold-dtonly,377388,4402161,,0.140687,0.285156,32058,2145469,2959363,11.664814,6.26039,0.0,219.978298,0.002228,186.251799,26.459408,0.0,0.822721,8191812,2150016,1033207
1024,0.128,0.032,43,segfold-dtonly,377550,4401925,,0.14055,0.257812,31816,2137828,2953607,11.659184,6.214327,0.0,220.013453,0.002635,186.161258,26.709085,0.0,0.78014,8215602,2141440,1032743
1024,0.128,0.032,44,segfold-dtonly,372825,4343284,,0.140391,0.265625,29825,2100387,2909366,11.649659,6.169103,0.0,220.053443,0.000931,186.437578,26.425586,0.0,0.805812,8197607,2116544,1032125
1024,0.128,0.064,42,segfold-dtonly,622022,8800215,,0.173405,0.328125,51247,3839610,4922782,14.147755,8.000185,0.0,212.011307,0.028796,165.956915,31.715135,0.0,1.263267,8594688,4295296,1048344
1024,0.128,0.064,43,segfold-dtonly,624935,8801257,,0.172646,0.328125,50580,3836423,4916092,14.083476,7.950577,0.0,212.173728,0.026712,166.438807,31.481232,0.0,1.272819,8619648,4282368,1048339
1024,0.128,0.064,44,segfold-dtonly,622597,8793688,,0.173092,0.347656,51049,3819230,4899631,14.124206,7.946183,0.0,212.077411,0.026052,166.358847,31.382393,5e-06,1.282464,8600768,4287424,1048346
1024,0.128,0.128,42,segfold-dtonly,930502,17595691,,0.243738,0.511719,79161,5852430,6984911,18.909891,12.391689,0.0,193.598589,0.137704,132.525149,22.360681,0.207246,4.142816,8594688,8589888,1048576
1024,0.128,0.128,43,segfold-dtonly,928163,17605150,,0.244716,0.515625,77845,5845202,6975039,18.967735,12.50189,0.0,193.348408,0.131075,132.462552,22.306457,0.186577,4.05292,8619648,8565568,1048576
1024,0.128,0.128,44,segfold-dtonly,924032,17563297,,0.245179,0.484375,79860,5802931,6935740,19.007239,12.500039,0.0,193.229859,0.134464,132.19603,22.541768,0.173823,4.050951,8600768,8564096,1048576
1024,0.128,0.256,42,segfold-dtonly,1944488,35230408,,0.22752,0.664062,110871,7437752,8761494,18.11809,7.114204,0.0,197.752893,1.253811,135.128872,8.131372,1.296025,13.530439,8594688,17195456,1048576
1024,0.128,0.256,43,segfold-dtonly,1914657,35204002,,0.23124,0.699219,107000,7429175,8739048,18.386584,7.33593,0.0,196.800435,1.204631,134.557312,8.036228,1.278658,13.088548,8619648,17131328,1048576
1024,0.128,0.256,44,segfold-dtonly,1927424,35196463,,0.229661,0.6875,109848,7411654,8730977,18.260882,7.277467,0.0,197.204576,1.235263,134.913686,8.078385,1.280101,13.295215,8600768,17165056,1048576
1024,0.256,0.001,42,segfold-dtonly,26566,272465,,0.124026,0.203125,10761,147403,262678,10.256154,7.894903,0.0,224.076188,0.0,210.580629,9.092148,0.0,0.538621,4033262,66560,241613
1024,0.256,0.001,43,segfold-dtonly,28118,287503,,0.123588,0.207031,9816,156824,276876,10.224874,7.809339,0.0,224.224838,0.0,210.293833,9.437549,0.0,0.555303,4239080,70080,252407
1024,0.256,0.001,44,segfold-dtonly,25876,265634,,0.124256,0.195312,11312,142271,256205,10.265652,7.957064,0.0,224.042124,0.0,210.348972,9.33247,0.0,0.562684,3967713,64768,235643
1024,0.256,0.002,42,segfold-dtonly,51475,534804,,0.125347,0.210938,12435,290752,498907,10.389587,7.523283,0.0,223.836639,0.0,208.357339,10.931093,0.0,0.54001,6897124,130752,418831
1024,0.256,0.002,43,segfold-dtonly,52322,544595,,0.125566,0.210938,12249,297675,508547,10.408528,7.571041,0.0,223.781679,0.0,208.534823,10.771874,0.0,0.544589,7094275,132736,428860
1024,0.256,0.002,44,segfold-dtonly,50906,534143,,0.12682,0.214844,12982,289393,497845,10.492732,7.773524,0.0,223.458689,0.0,208.103956,10.899599,0.0,0.567084,6903316,130112,419619
1024,0.256,0.004,42,segfold-dtonly,100817,1083482,,0.129279,0.226562,14753,576931,949309,10.747017,7.134481,0.0,222.86658,0.0,204.025164,14.195165,0.0,0.555006,11030490,264832,679129
1024,0.256,0.004,43,segfold-dtonly,103868,1116369,,0.129194,0.226562,13802,594682,972365,10.747959,7.027612,0.0,222.886885,0.0,203.82031,14.381263,0.0,0.55455,11210876,271744,688771
1024,0.256,0.004,44,segfold-dtonly,102016,1098346,,0.129475,0.242188,14835,583135,957461,10.766409,7.092368,0.0,222.811775,0.0,203.985679,14.211134,0.0,0.566294,11088746,267904,683649
1024,0.256,0.008,42,segfold-dtonly,193972,2165098,,0.13368,0.230469,18164,1093153,1697641,11.16191,6.283211,0.0,221.755506,0.0,195.862243,20.823114,0.0,0.553781,14739668,528960,915670
1024,0.256,0.008,43,segfold-dtonly,199357,2221111,,0.133257,0.234375,17549,1115846,1725681,11.141375,6.094935,0.0,221.864314,0.0,195.562313,21.217294,0.0,0.538025,14885174,540608,922411
1024,0.256,0.008,44,segfold-dtonly,195640,2186038,,0.133752,0.234375,18338,1102579,1710689,11.173778,6.247378,0.0,221.737308,0.0,195.636332,21.07548,0.0,0.549765,14807970,533376,920480
1024,0.256,0.016,42,segfold-dtonly,369769,4380304,,0.141465,0.265625,29397,2014345,2891069,11.846055,5.432132,0.0,219.777913,0.001044,180.620777,32.823863,0.0,0.588367,16365934,1070272,1032734
1024,0.256,0.016,43,segfold-dtonly,374196,4435113,,0.141555,0.285156,27473,2037193,2912792,11.85238,5.413719,0.0,219.754407,0.000989,180.724591,32.718867,0.0,0.574023,16414307,1080000,1033343
1024,0.256,0.016,44,segfold-dtonly,367059,4356258,,0.141746,0.261719,26443,1999316,2873149,11.868005,5.452034,0.0,219.704685,0.000877,180.61895,32.717947,0.0,0.596566,16371546,1063360,1032862
1024,0.256,0.032,42,segfold-dtonly,668769,8801549,,0.157379,0.332031,47556,3460294,4604788,13.160821,5.074419,0.0,216.071688,0.027205,161.770622,43.637709,0.0,0.769571,17170816,2150016,1048328
1024,0.256,0.032,43,segfold-dtonly,672406,8794554,,0.156272,0.3125,45501,3451934,4588578,13.079232,4.946378,0.0,216.323949,0.022625,162.288626,43.451039,0.0,0.764907,17221568,2141440,1048337
1024,0.256,0.032,44,segfold-dtonly,663035,8671395,,0.156202,0.296875,42504,3399802,4532500,13.078337,4.923316,0.0,216.316406,0.020969,162.88384,43.035763,0.0,0.74462,17176704,2116544,1048320
1024,0.256,0.064,42,segfold-dtonly,1102743,17586878,,0.192326,0.378906,73746,5470400,6608979,15.948302,5.418058,0.0,206.760908,0.087097,134.968207,43.87268,0.008397,1.822582,17170816,4295296,1048576
1024,0.256,0.064,43,segfold-dtonly,1109122,17585288,,0.191294,0.414062,71231,5492118,6630726,15.855143,5.43007,0.0,207.025068,0.088412,135.761604,43.562143,0.008357,1.789812,17221568,4282368,1048576
1024,0.256,0.064,44,segfold-dtonly,1106330,17557923,,0.191331,0.410156,73889,5453528,6592903,15.870421,5.342693,0.0,207.015626,0.092225,135.974861,43.455436,0.009239,1.79048,17176704,4287424,1048576
1024,0.256,0.128,42,segfold-dtonly,2115303,35164457,,0.202931,0.546875,124093,8667693,9965641,16.623839,4.872729,0.0,204.047807,0.713777,132.497646,21.965574,1.102246,6.947424,17170816,8589888,1048576
1024,0.256,0.128,43,segfold-dtonly,2097686,35170140,,0.204755,0.550781,121909,8646848,9938286,16.76616,4.955598,0.0,203.580703,0.678306,131.897832,21.924862,1.046434,6.822649,17221568,8565568,1048576
1024,0.256,0.128,44,segfold-dtonly,2075135,35069755,,0.206365,0.546875,128014,8525870,9818157,16.899987,4.973261,0.0,203.168524,0.670247,131.332393,22.181521,1.020013,6.693592,17176704,8564096,1048576
1024,0.256,0.256,42,segfold-dtonly,4518360,70392599,,0.187773,0.695312,200444,12097022,13594586,15.579236,2.683504,0.0,207.929192,2.214389,130.088181,10.490158,1.382551,18.121293,17170816,17195456,1048576
1024,0.256,0.256,43,segfold-dtonly,4459355,70337901,,0.190209,0.65625,177322,11956184,13433869,15.773111,2.749108,0.0,207.305566,2.172023,131.114971,10.422436,1.383655,16.833522,17221568,17131328,1048576
1024,0.256,0.256,44,segfold-dtonly,4481872,70285796,,0.189127,0.660156,192320,11974016,13468716,15.682241,2.737207,0.0,207.58262,2.256837,130.492932,10.483048,1.366834,17.54384,17176704,17165056,1048576
